C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_57_790.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_57_790.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_57_790.jpg,0,1,0,30.19032
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_57_862.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_57_862.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_57_862.jpg,-0.15,1,0,30.18428
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_57_937.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_57_937.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_57_937.jpg,0,1,0,30.18969
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_58_009.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_58_009.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_58_009.jpg,0,1,0,30.19023
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_58_079.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_58_079.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_58_079.jpg,-0.15,1,0,30.18522
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_58_151.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_58_151.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_58_151.jpg,0,1,0,30.19028
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_58_221.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_58_221.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_58_221.jpg,-0.05,1,0,30.18991
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_58_290.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_58_290.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_58_290.jpg,0,1,0,30.19063
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_58_360.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_58_360.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_58_360.jpg,0,1,0,30.19019
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_58_432.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_58_432.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_58_432.jpg,0,1,0,30.19032
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_58_503.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_58_503.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_58_503.jpg,0,1,0,30.19033
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_58_573.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_58_573.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_58_573.jpg,0,1,0,30.1903
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_58_640.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_58_640.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_58_640.jpg,0,1,0,30.1903
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_58_710.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_58_710.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_58_710.jpg,0,1,0,30.1903
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_58_779.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_58_779.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_58_779.jpg,0,1,0,30.19032
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_58_848.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_58_848.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_58_848.jpg,0,1,0,30.19026
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_58_916.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_58_916.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_58_916.jpg,0,1,0,30.19028
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_58_987.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_58_987.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_58_987.jpg,0,1,0,30.19029
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_59_057.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_59_057.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_59_057.jpg,0,1,0,30.19031
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_59_126.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_59_126.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_59_126.jpg,0,1,0,30.1903
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_59_200.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_59_200.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_59_200.jpg,-0.15,1,0,30.18425
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_59_272.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_59_272.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_59_272.jpg,0,1,0,30.19034
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_59_353.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_59_353.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_59_353.jpg,-0.05,1,0,30.18993
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_59_436.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_59_436.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_59_436.jpg,0,1,0,30.19015
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_59_510.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_59_510.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_59_510.jpg,-0.05,1,0,30.18987
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_59_582.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_59_582.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_59_582.jpg,0,1,0,30.19049
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_59_656.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_59_656.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_59_656.jpg,0,1,0,30.19029
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_59_725.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_59_725.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_59_725.jpg,-0.15,1,0,30.18474
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_59_794.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_59_794.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_59_794.jpg,0,1,0,30.19031
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_59_873.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_59_873.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_59_873.jpg,0,1,0,30.19028
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_56_59_942.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_56_59_942.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_56_59_942.jpg,0,1,0,30.19027
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_00_013.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_00_013.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_00_013.jpg,0,1,0,30.19031
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_00_093.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_00_093.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_00_093.jpg,0,1,0,30.19029
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_00_171.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_00_171.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_00_171.jpg,0,1,0,30.19029
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_00_242.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_00_242.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_00_242.jpg,-0.1,1,0,30.1877
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_00_322.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_00_322.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_00_322.jpg,0,1,0,30.19032
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_00_389.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_00_389.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_00_389.jpg,0,1,0,30.19029
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_00_463.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_00_463.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_00_463.jpg,-0.1,1,0,30.18786
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_00_537.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_00_537.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_00_537.jpg,0,1,0,30.18994
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_00_605.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_00_605.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_00_605.jpg,0,1,0,30.19027
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_00_687.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_00_687.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_00_687.jpg,0,1,0,30.19028
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_00_766.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_00_766.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_00_766.jpg,-0.05,1,0,30.18972
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_00_840.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_00_840.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_00_840.jpg,0,1,0,30.19082
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_00_910.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_00_910.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_00_910.jpg,0,1,0,30.19027
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_00_976.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_00_976.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_00_976.jpg,0,1,0,30.19021
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_01_058.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_01_058.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_01_058.jpg,0,1,0,30.19029
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_01_129.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_01_129.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_01_129.jpg,0,1,0,30.1903
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_01_200.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_01_200.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_01_200.jpg,0,1,0,30.1903
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_01_278.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_01_278.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_01_278.jpg,-0.05,1,0,30.18975
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_01_346.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_01_346.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_01_346.jpg,0,1,0,30.18834
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_01_414.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_01_414.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_01_414.jpg,0,1,0,30.19022
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_01_498.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_01_498.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_01_498.jpg,0,1,0,30.19028
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_01_571.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_01_571.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_01_571.jpg,0,1,0,30.1903
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_01_640.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_01_640.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_01_640.jpg,0,1,0,30.1903
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_01_721.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_01_721.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_01_721.jpg,0,1,0,30.19028
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_01_795.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_01_795.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_01_795.jpg,0,1,0,30.1903
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_01_870.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_01_870.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_01_870.jpg,0,1,0,30.1903
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_01_948.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_01_948.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_01_948.jpg,0,1,0,30.1903
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_02_016.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_02_016.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_02_016.jpg,0,1,0,30.19029
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_02_094.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_02_094.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_02_094.jpg,0,1,0,30.19029
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_02_165.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_02_165.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_02_165.jpg,-0.1,1,0,30.18789
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_02_237.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_02_237.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_02_237.jpg,0,1,0,30.19031
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_02_315.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_02_315.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_02_315.jpg,0,1,0,30.1903
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_02_396.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_02_396.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_02_396.jpg,0,1,0,30.19026
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_02_470.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_02_470.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_02_470.jpg,-0.1,1,0,30.18774
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_02_541.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_02_541.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_02_541.jpg,0,1,0,30.18722
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_02_614.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_02_614.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_02_614.jpg,0,1,0,30.19009
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_02_690.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_02_690.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_02_690.jpg,0,1,0,30.18957
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_02_766.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_02_766.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_02_766.jpg,0,1,0,30.19028
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_02_840.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_02_840.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_02_840.jpg,-0.05,1,0,30.18988
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_02_920.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_02_920.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_02_920.jpg,0,1,0,30.19074
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_02_992.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_02_992.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_02_992.jpg,0,1,0,30.19027
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_03_064.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_03_064.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_03_064.jpg,-0.15,1,0,30.18504
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_03_142.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_03_142.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_03_142.jpg,0,1,0,30.19026
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_03_214.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_03_214.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_03_214.jpg,-0.1,1,0,30.18837
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_03_295.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_03_295.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_03_295.jpg,0,1,0,30.19028
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_03_376.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_03_376.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_03_376.jpg,0,1,0,30.1903
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_03_457.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_03_457.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_03_457.jpg,0,1,0,30.19031
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_03_531.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_03_531.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_03_531.jpg,-0.1,1,0,30.18779
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_03_608.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_03_608.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_03_608.jpg,0,1,0,30.19029
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_03_687.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_03_687.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_03_687.jpg,0,1,0,30.19031
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_03_767.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_03_767.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_03_767.jpg,0,1,0,30.19033
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_03_841.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_03_841.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_03_841.jpg,-0.05,1,0,30.18974
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_03_911.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_03_911.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_03_911.jpg,0,1,0,30.19086
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_03_986.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_03_986.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_03_986.jpg,0,1,0,30.19021
C:\minor\How_to_simulate_a_self_driving_car-master\IMG\center_2021_11_18_21_57_04_064.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\left_2021_11_18_21_57_04_064.jpg,C:\minor\How_to_simulate_a_self_driving_car-master\IMG\right_2021_11_18_21_57_04_064.jpg,-0.2,1,0,30.18079
